"F1AX132419RWY  ","UD ALYX 1000 35 KV 019 PEIN   ","UD1000ALY,345TRXLP,18#14,LLDPE","F09",35.000     ,1     ,"TRX",507.00   ,"1000 MCM  ","I08","SH4","T03","UKR","LDP","AWG","S14","AL ","PRS",1.147    ,2.529    ,2.32       ,"   ","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA2"
"F1AX132483RWYYX","UD ALYX 1000 35KV 017Y XLPIN  ","UD 1000ALY,345TRXL,14#12Y,XLP ","F09",35.000     ,1     ,"TRX",507.00   ,"1000 MCM  ","I08","SH4","T02","UA3","XLP","AWG","S97","AL ","PRS",1.189    ,2.621    ,2.39       ,"   ","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA4"
"F1AX1325R2YX   ","UD ALYX 1250 35 KV 016 XLPIN  ","UD1250ALY,345TRXLP,31#14,XLPIN","F09",35.000     ,1     ,"TRX",633.00   ,"1250 MCM  ","I08","SH4","T02","UA3","XLP","AWG","SD6","AL ","PRS",1.358    ,2.994    ,2.45       ,"UKR","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"F1AX18898      ","MV90 ALX 2    8KV 100 CTS PVC ","MV90 2   AL, 115 XLP,CTS,PVC  ","F04",8.000      ,1     ,"TRX",33.00    ,"2 AWG     ","I02","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.152     ,.335     ,.81        ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","029","YES","NA8"
"F1AX18899      ","MV90 ALX 1    8KV 100 CTS PVC ","MV90 1   AL, 115 XLP,CTS,PVC  ","F04",8.000      ,1     ,"TRX",42.00    ,"1 AWG     ","I02","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.179     ,.395     ,.88        ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","029","YES","NA8"
"F1AX18900      ","MV90 ALX 1/0  8KV 100 CTS PVC ","MV90 1/0 AL, 115 XLP,CTS,PVC  ","F04",8.000      ,1     ,"TRX",53.00    ,"1/0 AWG   ","I02","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.197     ,.434     ,.92        ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","029","YES","NA8"
"F1AX18902      ","MV90 ALX 2/0  8KV 100 CTS PVC ","MV90 2/0 AL, 115 XLP,CTS,PVC  ","F04",8.000      ,1     ,"TRX",67.00    ,"2/0 AWG   ","I02","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.218     ,.481     ,.96        ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","029","YES","NA8"
"F1AX18904      ","MV90 ALX 3/0  8KV 100 CTS PVC ","MV90 3/0 AL, 115 XLP,CTS,PVC  ","F04",8.000      ,1     ,"TRX",85.00    ,"3/0 AWG   ","I02","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.244     ,.538     ,1.02       ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","029","YES","NA8"
"F1AX18906      ","MV90 ALX 4/0  8KV 100 CTS PVC ","MV90 4/0 AL, 115 XLP,CTS,PVC  ","F04",8.000      ,1     ,"TRX",107.00   ,"4/0 AWG   ","I02","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.277     ,.611     ,1.07       ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","029","YES","NA8"
"F1AX18908      ","MV90 ALX 250  8KV 100 CTS PVC ","MV90 250 AL, 115 XLP,CTS,PVC  ","F04",8.000      ,1     ,"TRX",127.00   ,"250 MCM   ","I02","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.305     ,.672     ,1.13       ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","029","YES","NA8"
"F1AX18910      ","MV90 ALX 350  8KV 100 CTS PVC ","MV90 350 AL, 115 XLP,CTS,PVC  ","F04",8.000      ,1     ,"TRX",177.00   ,"350 MCM   ","I02","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.378     ,.833     ,1.24       ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","029","YES","NA8"
"F1AX18912      ","MV90 ALX 500  8KV 100 CTS PVC ","MV90 500 AL, 115 XLP,CTS,PVC  ","F04",8.000      ,1     ,"TRX",253.00   ,"500 MCM   ","I02","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.469     ,1.034    ,1.37       ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","029","YES","NA8"
"F1AX18914      ","MV90 ALX 750  8KV 100 CTS PVC ","MV90 750 AL, 115 XLP,CTS,PVC  ","F04",8.000      ,1     ,"XLP",380.00   ,"750 MCM   ","I02","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.626     ,1.380    ,1.60       ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","029","YES","NA8"
"F1AX18916      ","MV90 ALX 1000 8KV 100 CTS PVC ","1000AL XL CTS PVC  8KV G MV90 ","F04",8.000      ,1     ,"XLP",507.00   ,"1000 MCM  ","I02","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.814     ,1.795    ,1.77       ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","029","YES","NA8"
"F1AX2272       ","MV90 ALX 1/0 15KV 133 CTS PVC ","MV90  1/0AL, 220TRXLP,CTS, PVC","F04",15.000     ,1     ,"TRX",53.00    ,"1/0 AWG   ","I04","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.270     ,.595     ,1.11       ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","039","YES","NA8"
"F1AX2274       ","MV90 ALX 2/0 15KV 133 CTS PVC ","MV90  2/0AL, 220TRXLP,CTS, PVC","F04",15.000     ,1     ,"TRX",67.00    ,"2/0 AWG   ","I04","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.288     ,.635     ,1.16       ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","039","YES","NA8"
"F1AX2276       ","MV90 ALX 3/0 15KV 133 CTS PVC ","MV90 3/0AL, 220TRXLP,CTS,  PVC","F04",15.000     ,1     ,"TRX",85.00    ,"3/0 AWG   ","I04","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.319     ,.703     ,1.22       ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","039","YES","NA8"
"F1AX2278       ","MV90 ALX 4/0 15KV 133(CT)     ","MV90  4/0AL, 220TRXLP,CTS, PVC","F04",15.000     ,1     ,"TRX",107.00   ,"4/0 AWG   ","I04","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.358     ,.789     ,1.21       ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","039","YES","NA8"
"F1AX2280       ","MV90 ALX 250 15KV 133         ","MV90 250AL 220 TRXLP,CTS,PVC  ","F04",15.000     ,1     ,"TRX",127.00   ,"250 MCM   ","I04","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.393     ,.866     ,1.33       ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","039","YES","NA8"
"F1AX2282       ","MV90 ALX 350 15KV 133         ","MV90 350AL 220 TRXLP,CTS,PVC  ","F04",15.000     ,1     ,"TRX",177.00   ,"350 MCM   ","I04","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.464     ,1.023    ,1.44       ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","039","YES","NA8"
"F1AX2284       ","MV90 ALX 500 15KV 133(CT)     ","MV90  500AL, 220XLP, CTS,  PVC","F04",15.000     ,1     ,"TRX",253.00   ,"500 MCM   ","I04","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.580     ,1.279    ,1.57       ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","039","YES","NA8"
"F1AX2286       ","MV90 ALX 750 15KV 133(CT)     ","MV90 750AL 220 TRXLP,CTS,PVC  ","F04",15.000     ,1     ,"TRX",380.00   ,"750 MCM   ","I04","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.749     ,1.651    ,1.78       ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","039","YES","NA8"
"F1AX2288       ","MV90 ALX 1000 15KV 133        ","MV90 1000 AL 220 XLTR,CTS,PVC ","F04",15.000     ,1     ,"TRX",380.00   ,"750 MCM   ","I04","SH1","T01","MAX","PVC","AWG","S31","AL ","PRS",.956     ,2.108    ,2.00       ,"MAX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","039","YES","NA8"
"F1AX3063RWR1Y  ","UD ALYX1250 35KV 0112 LLDPE   ","UD1250ALY,345TRXLP,25#16,LLDPE","   ",35.000     ,1     ,"TRX",633.00   ,"1250 MCM  ","I08","SH4","T03","UKR","LDP","AWG","SA5","AL ","PRS",1.259    ,2.776    ,2.44       ,"UKR","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA2"
"F1AX3063RWR2Y  ","UD ALYX1250 35KV 0112 LLDPE   ","UD1250ALY,345TRXLP,16#14,LLDPE","   ",35.000     ,1     ,"TRX",633.00   ,"1250 MCM  ","I08","   ","T03","UKR","LDP","AWG","S04","AL ","PRS",1.277    ,2.815    ,2.46       ,"UKR","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA2"
"F1AX3063RWR3Y  ","UD ALYX1250 35KV 0112 LLDPE   ","UD1250ALY,345TRXLP,10#12,LLDPE","   ",35.000     ,1     ,"TRX",633.00   ,"1250 MCM  ","I08","   ","T03","UKR","LDP","AWG","S46","AL ","PRS",1.301    ,2.868    ,2.50       ,"UKR","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA2"
"F1AX3063RWY    ","UD ALYX 1250 35K 03(25#10)PEI ","UD1250ALY,345TRXLP,25#10,LLDPE","F09",35.000     ,1     ,"TRX",633.00   ,"1250 MCM  ","I08","SH4","T01","UKR","LDP","AWG","S38","AL ","PRS",1.523    ,3.358    ,.00        ,"UKR","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA4"
"F1AX3063R2YX   ","UD ALYX 1250 35KV 012 XLPEIN  ","UD 1250ALY,345TRXLP,16#14,XLPE","F09",35.000     ,1     ,"TRX",633.00   ,"1250 MCM  ","I08","SH4","T02","UA3","XLP","AWG","S04","AL ","PRS",1.276    ,2.813    ,2.45       ,"UKR","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA2"
"F1AX306316RWR1Y","UD ALYX 1250 35KV 016(31X14)PE","UD1250ALY,345TRXLP,31#14,LLDPE","F09",35.000     ,1     ,"TRX",633.00   ,"1250 MCM  ","I08","SH4","T03","UKR","LDP","AWG","SD6","AL ","PRS",1.381    ,3.045    ,2.48       ,"   ","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA2"
"F1AX306318RWY  ","UD ALYX 1250 35KV 018(24X14)PE","UD1250ALY,345TRXLP,24#14,LLDPE","F09",35.000     ,1     ,"TRX",633.00   ,"1250 MCM  ","I08","SH4","T03","UKR","LDP","AWG","S70","AL ","PRS",1.320    ,2.910    ,.00        ,"   ","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA2"
"F1AX312316RWR1Y","UD ALYX 1500 35KV 016     PEIN","UD1500ALY,345TRXLP,38#14,LLDPE","F09",35.000     ,1     ,"TRX",760.00   ,"1500 MCM  ","I08","SH4","T03","UKR","LDP","AWG","SD1","AL ","PRS",1.579    ,3.481    ,2.62       ,"   ","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA2"
"F1AX312316YX   ","UD ALYX 1500 35 KV 016 XLPIN  ","UD1500ALY,345TRXLP,38#14,XLPIN","F09",35.000     ,1     ,"TRX",760.00   ,"1500 MCM  ","I08","SH4","T02","UA3","XLP","AWG","SD1","AL ","PRS",1.568    ,3.457    ,2.60       ,"UKR","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"F1AX312318RWY  ","UD ALYX 1500 35KV 018     PEIN","UD1500ALY,345TRXLP,28#14,LLDPE","F09",35.000     ,1     ,"TRX",760.00   ,"1500 MCM  ","I08","SH4","T03","UKR","LDP","AWG","SA7","AL ","PRS",1.516    ,3.342    ,.00        ,"   ","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA2"
"F1AX5620Y      ","UD ALX 500 46KV 03-25#14 PEIN ","UD 500ALY,445TRXLP,25#14,LLDPE","F09",46.000     ,1     ,"TRX",253.00   ,"500 MCM   ","I10","SH4","T01","UA3","LDP","AWG","S42","AL ","PRS",.971     ,2.141    ,2.19       ,"UA3","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","013","YES","NA4"
"F1AX5622Y      ","UD ALYX 750 46KV 03-24#12 PEIN","UD 750ALY,445TRXLP,24#12,LLDPE","F09",46.000     ,1     ,"TRX",380.00   ,"750 MCM   ","I10","SH4","T01","UA3","LDP","AWG","S18","AL ","PRS",.000     ,.000     ,.00        ,"UA3","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","013","YES","NA4"
"F1CE1127       ","UD CUE 2   15 KV 01 PEIN      ","UD #2 CU, 175EPR, 16#14, LLDPE","F09",15.000     ,1     ,"EPR",33.00    ,"2 AWG     ","I03","SH4","T01","UCE","LDP","AWG","S04","CU ","PRS",.332     ,.732     ,1.00       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","022","YES","NA6"
"F1CE1130       ","UD CUE 1/0 15 KV 01 PEIN      ","UD 1/0 CU, 175 EPR,25#14,LLDPE","F09",15.000     ,1     ,"EPR",53.00    ,"1/0 AWG   ","I03","SH4","T01","UCE","LDP","AWG","S49","CU ","PRS",.447     ,.985     ,1.09       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","022","YES","NA6"
"F1CE11303      ","UD CUE 1/0 15 KV 03 PEIN      ","UD 1/0CU, 175EPR,   9#14,LLDPE","F09",15.000     ,1     ,"EPR",53.00    ,"1/0 AWG   ","I03","SH4","T01","UCE","LDP","AWG","S10","CU ","PRS",.362     ,.798     ,1.09       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","022","YES","NA6"
"F1CE1132       ","UD CUE 2/0 15 KV 01 PEIN      ","UD 2/0CU, 175 EPR, 32#14,LLDPE","F09",15.000     ,1     ,"EPR",67.00    ,"2/0 AWG   ","I03","SH4","T01","UCE","LDP","AWG","S48","CU ","PRS",.554     ,1.221    ,1.13       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","022","YES","NA6"
"F1CE11323      ","UD CUE 2/0 15 KV 03 PEIN      ","UD 2/0CU, 175EPR,  11#14,LLDPE","F09",15.000     ,1     ,"EPR",67.00    ,"2/0 AWG   ","I03","SH4","T01","UCE","LDP","AWG","S12","CU ","PRS",.434     ,.957     ,1.13       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","022","YES","NA6"
"F1CE1134       ","UD CUE 3/0 15 KV 01 PEIN      ","UD 3/0 CU,175 EPR,25#12,LLDPE ","F09",15.000     ,1     ,"EPR",85.00    ,"3/0 AWG   ","I03","SH4","T01","UCE","LDP","AWG","S50","CU ","PRS",.647     ,1.426    ,1.21       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","022","YES","NA6"
"F1CE11343      ","UD CUE 3/0 15 KV 03 PEIN      ","UD 3/0 CU,175 EPR,14#14,LLDPE ","F09",15.000     ,1     ,"EPR",85.00    ,"3/0 AWG   ","I03","SH4","T01","UCE","LDP","AWG","S13","CU ","PRS",.499     ,1.100    ,1.17       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","022","YES","NA6"
"F1CE11363      ","UD CUE 4/0  15 KV 03 PEIN     ","UD 4/0 CU,175 EPR,18#14,LLDPE ","F09",15.000     ,1     ,"EPR",107.00   ,"4/0 AWG   ","I03","SH4","T01","UCE","LDP","AWG","S14","CU ","PRS",.598     ,1.318    ,1.22       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","022","YES","NA6"
"F1CE1138       ","UD CUE 250 15 KV 01 PEIN      ","UD 250 CU,175 EPR,24#10,LLDPE ","F09",15.000     ,1     ,"EPR",127.00   ,"250 MCM   ","I03","SH4","T01","UCE","LDP","AWG","S54","CU ","PRS",.914     ,2.015    ,1.36       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","022","YES","NA6"
"F1CE11383      ","UD CUE 250 15 KV 03 PEIN      ","UD 250 CU,175 EPR,21#14,LLDPE ","F09",15.000     ,1     ,"EPR",127.00   ,"250 MCM   ","I03","SH4","T01","UCE","LDP","AWG","S15","CU ","PRS",.672     ,1.482    ,1.36       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","022","YES","NA6"
"F1CE1140       ","UD CUE 350 15 KV 03 PEIN      ","UD 350 CU,175 EPR,18#12,LLDPE ","F09",15.000     ,1     ,"EPR",177.00   ,"350 MCM   ","I03","SH4","T01","UCE","LDP","AWG","S16","CU ","PRS",.911     ,2.008    ,1.43       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","022","YES","NA6"
"F1CE1142       ","UD CUE 500 15 KV 03 PEIN      ","UD 500 CU,175 EPR,26#12,LLDPE ","F09",15.000     ,1     ,"EPR",253.00   ,"500 MCM   ","I03","SH4","T01","UCE","LDP","AWG","S55","CU ","PRS",1.241    ,2.736    ,1.63       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","022","YES","NA6"
"F1CE1143       ","UD CUE 750 15 KV 03 PEIN      ","UD 750CU ,175EPR,  25#10,LLDPE","F09",15.000     ,1     ,"EPR",380.00   ,"750 MCM   ","I03","SH4","T01","UCE","LDP","AWG","S38","CU ","PRS",1.744    ,3.845    ,1.87       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","022","YES","NA6"
"F1CE11435      ","UD CUE 1000 15 KV 03 PEIN     ","UD1000 CU,175 EPR,32#10,LLDPE ","F09",15.000     ,1     ,"EPR",507.00   ,"1000 MCM  ","I03","SH4","T01","UCE","LDP","AWG","S57","CU ","PRS",2.292    ,5.053    ,2.01       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","022","YES","NA6"
"F1CE1144       ","UD CUE 2   15 KV 31 PEIN      ","UD #2 CU, 220EPR,  16#14,LLDPE","F09",15.000     ,1     ,"EPR",33.00    ,"2 AWG     ","I04","SH4","T01","UCE","LDP","AWG","S04","CU ","PRS",.362     ,.798     ,1.10       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","010","YES","NA6"
"F1CE1145       ","UD CUE 1   15 KV 31 PEIN      ","UD #1 CU, 220EPR,  20#14,LLDPE","F09",15.000     ,1     ,"EPR",42.00    ,"1 AWG     ","I04","SH4","T01","UCE","LDP","AWG","S34","CU ","PRS",.431     ,.950     ,1.17       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","010","YES","NA6"
"F1CE1146       ","UD CUE 1/0 15 KV 31 PEIN      ","UD 1/0CU, 220EPR,  16#12,LLDPE","F09",15.000     ,1     ,"EPR",53.00    ,"1/0 AWG   ","I04","SH4","T01","UCE","LDP","AWG","S08","CU ","PRS",.495     ,1.091    ,1.21       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","010","YES","NA6"
"F1CE11464      ","UD CUE 1/0 15 KV 33 PEIN      ","UD 1/0CU, 220EPR,   9#14,LLDPE","F09",15.000     ,1     ,"EPR",53.00    ,"1/0 AWG   ","I04","SH4","T01","UCE","LDP","AWG","S10","CU ","PRS",.396     ,.873     ,1.15       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","010","YES","NA6"
"F1CE1148       ","UD CUE 2/0 15 KV 31 PEIN      ","UD 2/0CU, 220EPR,  20#12,LLDPE","F09",15.000     ,1     ,"EPR",67.00    ,"2/0 AWG   ","I04","SH4","T01","UCE","LDP","AWG","S33","CU ","PRS",.587     ,1.294    ,1.26       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","010","YES","NA6"
"F1CE11484      ","UD CUE 2/0 15 KV 33 PEIN      ","UD 2/0CU, 220EPR,  11#14,LLDPE","F09",15.000     ,1     ,"EPR",67.00    ,"2/0 AWG   ","I04","SH4","T01","UCE","LDP","AWG","S12","CU ","PRS",.468     ,1.032    ,1.21       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","010","YES","NA6"
"F1CE1150       ","UD CUE 3/0 15 KV 31 PEIN      ","UD 3/0CU, 220EPR, 16#10,LLDPE ","F09",15.000     ,1     ,"EPR",85.00    ,"3/0 AWG   ","I04","SH4","T01","UCE","LDP","AWG","S09","CU ","PRS",.709     ,1.563    ,1.36       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","010","YES","NA6"
"F1CE11504      ","UD CUE 3/0 15 KV 33 PEIN      ","UD 3/0CU, 220EPR,  14#14,LLDPE","F09",15.000     ,1     ,"EPR",85.00    ,"3/0 AWG   ","I04","SH4","T01","UCE","LDP","AWG","S13","CU ","PRS",.538     ,1.186    ,1.28       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","010","YES","NA6"
"F1CE1152       ","UD CUE 4/0 15 KV 31 PEIN      ","UD 4/0CU, 220EPR,  32#12,LLDPE","F09",15.000     ,1     ,"EPR",107.00   ,"4/0 AWG   ","I04","SH4","T01","UCE","LDP","AWG","S36","CU ","PRS",.824     ,1.817    ,1.36       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","010","YES","NA6"
"F1CE11524      ","UD CUE 4/0 15 KV 33 PEIN      ","UD 4/0CU, 220EPR,  11#12,LLDPE","F09",15.000     ,1     ,"EPR",107.00   ,"4/0 AWG   ","I04","SH4","T01","UCE","LDP","AWG","S35","CU ","PRS",.648     ,1.429    ,1.36       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","010","YES","NA6"
"F1CE1154       ","UD CUE 250 15 KV 31 PEIN      ","UD 250 CU, 220EPR, 24#10,LLDPE","F09",15.000     ,1     ,"EPR",127.00   ,"250 MCM   ","I04","SH4","T01","UCE","LDP","AWG","S54","CU ","PRS",.967     ,2.132    ,1.45       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","010","YES","NA6"
"F1CE11544      ","UD CUE 250 15 KV 33 PEIN      ","UD 250CU, 220EPR,  21#14,LLDPE","F09",15.000     ,1     ,"EPR",127.00   ,"250 MCM   ","I04","SH4","T01","UCE","LDP","AWG","S15","CU ","PRS",.722     ,1.592    ,1.37       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","010","YES","NA6"
"F1CE1156       ","UD CUE 350 15 KV 33 PEIN      ","UD 350CU, 220EPR,  12#10,LLDPE","F09",15.000     ,1     ,"EPR",177.00   ,"350 MCM   ","I04","SH4","T01","UCE","LDP","AWG","S37","CU ","PRS",.989     ,2.180    ,1.58       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","010","YES","NA6"
"F1CE1158       ","UD CUE 500 15 KV 33 PEIN      ","UD 500CU, 220EPR,  17#10,LLDPE","F09",15.000     ,1     ,"EPR",253.00   ,"500 MCM   ","I04","SH4","T01","UCE","LDP","AWG","S19","CU ","PRS",1.354    ,2.985    ,1.79       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","010","YES","NA6"
"F1CE1159       ","UD CUE 750 15 KV 33 PEIN      ","UD 750CU, 220EPR,  25#10,LLDPE","F09",15.000     ,1     ,"EPR",380.00   ,"750 MCM   ","I04","SH4","T01","UCE","LDP","AWG","S38","CU ","PRS",1.803    ,3.975    ,1.96       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","010","YES","NA6"
"F1CE11595      ","UD CUE 1000 15 KV 33 PEIN     ","UD 1000CU, 220EPR, 32#10,LLDPE","F09",15.000     ,1     ,"EPR",507.00   ,"1000 MCM  ","I04","SH4","T01","UCE","LDP","AWG","S57","CU ","PRS",2.383    ,5.254    ,2.13       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","010","YES","NA6"
"F1CE1160       ","UD CUE 1    25 KV 01 PEIN     ","UD # 1CU, 260EPR, 20#14,LLDPE ","F09",25.000     ,1     ,"EPR",42.00    ,"1 AWG     ","I05","SH4","T01","UCE","LDP","AWG","S34","CU ","PRS",.449     ,.990     ,1.20       ,"UCE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","011","YES","NA6"
